SeqNo,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13
270,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.7,22.3,22,21.9
271,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.7,22.3,22,21.9
272,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.7,22.3,22,21.9
273,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.7,22.3,22,21.9
274,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.7,22.3,22,21.9
275,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.7,22.3,22,21.9
276,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.7,22.3,22,21.9
277,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.75,22.3,22,21.9
278,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.8,22.3,22,21.9
279,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.85,22.3,21.9,21.9
280,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,21.9,21.9
281,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,21.9,21.9
282,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.95,22.3,21.9,21.9
283,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,24,22.3,21.9,21.9
284,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,24,22.3,21.9,21.9
285,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,24,22.3,21.9,21.9
286,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,24,22.3,21.9,21.9
287,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,24,22.3,21.9,21.9
288,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,24,22.3,22,21.9
289,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,24,22.3,22,21.9
290,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,24,22.3,22,21.9
291,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,24,22.3,21.9,21.9
292,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,24,22.3,21.9,21.9
293,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,24,22.3,22,21.9
294,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,24,22.3,21.9,21.9
295,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,24,22.3,22,21.9
296,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,24,22.3,21.9,21.9
297,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.95,22.3,22,21.9
298,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,21.9,21.9
299,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,21.9,21.9
300,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,21.9,21.9
301,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
302,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
303,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
304,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
305,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
306,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
307,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
308,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
309,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
310,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
311,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
312,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
313,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
314,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
315,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
316,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
317,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
318,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
319,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
320,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,21.9,21.9
321,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
322,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,22,21.9
323,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.3,21.9,21.9
324,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.85,22.3,21.9,21.9
325,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.8,22.3,21.9,21.9
326,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.8,22.3,21.9,21.9
327,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.8,22.3,22,21.9
328,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.8,22.3,21.9,21.9
329,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.8,22.3,21.9,21.9
330,12001,23.2,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.8,22.3,21.9,21.9
331,12001,23.25,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.8,22.3,21.9,21.9
332,12001,23.3,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.8,22.3,21.9,21.9
333,12001,23.3,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.8,22.3,21.9,21.9
334,12001,23.3,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.8,22.3,21.9,21.9
335,12001,23.3,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.8,22.3,22,21.9
336,12001,23.3,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.8,22.3,21.9,21.9
337,12001,23.3,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.8,22.4,22,21.9
338,12001,23.3,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.8,22.4,21.9,21.9
339,12001,23.3,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.85,22.4,21.9,21.9
340,12001,23.3,22.2,22.2,22.4,22.4,22.9,22.2,22.2,23.9,22.4,21.9,21.9
341,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.95,22.4,21.9,21.9
342,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
343,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
344,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
345,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
346,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.3,21.9,21.9
347,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
348,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.3,21.9,21.9
349,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.3,21.9,21.9
350,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
351,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
352,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
353,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
354,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
355,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
356,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
357,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
358,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
359,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
360,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
361,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
362,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
363,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
364,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
365,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
366,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
367,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
368,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
369,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
370,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
371,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
372,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
373,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
374,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
375,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
376,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
377,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,21.9
378,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.95,22.4,21.9,21.9
379,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,21.9,21.9
380,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,21.9,21.9
381,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,21.9,21.9
382,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,21.9
383,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,21.9,21.9
384,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,21.9,21.9
385,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,21.9
386,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,22
387,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,21.9,22
388,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,21.9
389,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,22
390,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,21.9
391,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,21.9
392,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,21.9
393,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,21.9
394,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,21.9
395,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,22
396,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,21.9
397,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,21.9
398,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,22
399,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,22
400,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,22
401,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,22
402,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,22
403,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,22
404,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,22
405,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,22
406,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.9,22.4,22,22
407,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,23.95,22.4,21.9,22
408,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24,22.4,21.9,22
409,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24.05,22.4,21.9,22
410,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24.1,22.4,21.9,22
411,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24.1,22.4,21.9,21.9
412,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24.1,22.4,21.9,22
413,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24.1,22.4,21.9,21.9
414,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24.1,22.4,21.9,21.9
415,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24.1,22.4,21.9,21.9
416,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24.1,22.4,21.9,21.9
417,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24.1,22.4,21.9,21.9
418,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24.1,22.4,22,21.9
419,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24.1,22.4,22,21.9
420,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24.1,22.4,22,22
421,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24.1,22.5,22,22
422,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24.1,22.5,22,22
423,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.2,24.1,22.5,22,22
424,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.1,22.5,22,22
425,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.1,22.5,22,22
426,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.1,22.5,22,22
427,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.1,22.5,22,22
428,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.1,22.5,22,22
429,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.1,22.5,22,22
430,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.1,22.5,22,22
431,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.1,22.5,22,22
432,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.1,22.5,22,22
433,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.1,22.5,22,22
434,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.1,22.5,22,22
435,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.1,22.4,22,22
436,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.05,22.4,22,22
437,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
438,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,21.9,22
439,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
440,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
441,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
442,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
443,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
444,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
445,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
446,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
447,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,21.9,22
448,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
449,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
450,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
451,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
452,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
453,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
454,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
455,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
456,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
457,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
458,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
459,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
460,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.4,22,22
461,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.4,22,22
462,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.4,22,22
463,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.4,22,22
464,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.4,22,22
465,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.4,22,22
466,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.4,22,22
467,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.4,22,22
468,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.4,22,22
469,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24,22.5,22,22
470,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.05,22.5,22,22
471,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.1,22.4,22,22
472,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.1,22.4,22,22
473,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.15,22.4,21.9,22
474,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.2,22.4,21.9,22
475,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.2,22.4,21.9,22
476,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.2,22.4,21.9,22
477,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.2,22.4,21.9,22
478,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.2,22.4,22,22
479,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.2,22.4,22,22
480,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.2,22.4,22,22
481,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.2,22.4,22,22
482,12001,23.3,22.2,22.2,22.4,22.4,22.8,22.2,22.3,24.2,22.4,22,22
483,12001,23.3,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.2,22.4,22,22
484,12001,23.3,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.2,22.5,22,22
485,12001,23.35,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.2,22.5,22,22
486,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.2,22.5,22,22
487,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.15,22.5,22,22
488,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.5,22,22
489,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.5,22,22
490,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.5,22,22
491,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.5,22,22
492,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.5,22,22
493,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.5,22,22
494,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.5,22,22
495,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.5,22,22
496,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.5,22,22
497,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.5,22,22
498,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.5,22,22
499,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.5,22,22
500,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.5,22,22
501,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.5,22,22
502,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.5,22,22
503,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.4,22,22
504,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.5,22,22
505,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.5,22,22
506,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.5,22,22
507,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.1,22.5,22,22
508,12001,23.4,22.2,22.2,22.5,22.4,22.8,22.2,22.3,24.05,22.5,22,22
509,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.5,22,22
510,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.5,22,22
511,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.5,22,22
512,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.5,22,22
513,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.5,22,22
514,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.4,22,22
515,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.5,22,22
516,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.4,22,22
517,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.5,22,22
518,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.5,22,22
519,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.5,22,22
520,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.4,22,22
521,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.4,22,22
522,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.4,22,22
523,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.4,22,22
524,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.4,21.9,22
525,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.4,21.9,22
526,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.4,21.9,22
527,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.4,21.9,22
528,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.4,21.9,22
529,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.4,21.9,22
530,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24,22.4,21.9,22
531,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24.05,22.4,21.9,22
532,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24.1,22.4,21.9,22
533,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24.15,22.4,21.9,22
534,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24.2,22.4,21.9,22
535,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24.2,22.4,21.9,22
536,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24.2,22.4,21.9,22
537,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24.2,22.4,21.9,22
538,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24.2,22.4,21.9,22
539,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24.2,22.4,21.9,22
540,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24.2,22.4,21.9,22
541,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24.2,22.4,21.9,22
542,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24.2,22.4,21.9,22
543,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24.2,22.4,21.9,22
544,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24.2,22.4,21.9,22
545,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24.2,22.4,21.9,22
546,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24.2,22.4,21.9,22
547,12001,23.4,22.2,22.2,22.5,22.5,22.8,22.2,22.3,24.2,22.4,21.9,22
